Año,Kilómetraje,Precio,Lugar,Negociacion,Categoría,Marca,Subtipo,Modelo,Publicación,Recorrido,Vidrios,Transmisión,Combustible,Sistema de climatización,Tracción,Color,Último número de la placa,Dirección,Motor(cilindraje),Tapizado,Placa,Tipo de Motor,Entrada desde,Cuotas desde,Número de cuotas
2006,132181,17.6,Quito,Negociable,USED,Mercedes Benz,Sedán,C230,,,,,,,,,,,,,,,,,
2018,48000,43.0,Guayaquil,Negociable,USED,Toyota,Todoterreno,Fortuner 2.7,,,,,,,,,,,,,,,,,
2018,35000,25.5,Quito,Negociable,USED,Hyundai,Todoterreno,TUCSON TL,,,,,,,,,,,,,,,,,
2007,230000,15.8,Quito,Negociable,USED,Ford,Todoterreno,F150 XLT 4X4 CREW CAB,,,,,,,,,,,,,,,,,
1995,200000,6.3,Quito,Negociable,USED,Toyota,Sedán,Corona,,,,,,,,,,,,,,,,,
1991,240000,9.8,Quito,Negociable,USED,Mercedes Benz,Sedán,230E,,,,,,,,,,,,,,,,,
2016,70000,14.8,Quito,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X2 AC,,,,,,,,,,,,,,,,,
1994,390000,10.8,Quito,Negociable,USED,Toyota,Todoterreno,Land Cruiser,,,,,,,,,,,,,,,,,
2016,106000,39.8,Quito,Negociable,USED,Ford,Todoterreno,Explorer Limited,,,,,,,,,,,,,,,,,
2016,106000,39.8,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2020,68000,25.0,Ibarra,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2016,89000,16.9,Quito,Negociable,USED,Chevrolet,Crossover,VITARA SZ 2.4  NEXT,,,,,,,,,,,,,,,,,
2016,89000,16.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Grand Vitara SZ,,,,,,,,,,,,,,,,,
2019,26000,18.8,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
2019,75000,12.9,Quito,Negociable,USED,Great Wall,Sedán,Voleex C30,#1721554,41500 Kms,Eléctricos,Manual,Gasolina,Aire Acondicionado,4 x 2,Plomo,9.0,Hidráulica,1500.0,Cuero,Guayas,TOYOTA,,,
2011,127000,44.9,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne S Hybrid,,,,,,,,,,,,,,,,,
2018,96000,18.0,Ambato,Fijo,USED,Chevrolet,Todoterreno,Tracker LS,,,,,,,,,,,,,,,,,
2021,74500,23.99,Guayaquil,Fijo,USED,Great Wall,Camioneta Doble Cabina,WINGLE 7 2.0 CD 4X4 DIESEL,,,,,,,,,,,,,,,,,
2006,209000,10.5,Quito,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
2020,14500,18.5,Ambato,Negociable,USED,Volkswagen,Sedán,Virtus,,,,,,,,,,,,,,,,,
2006,189000,7.8,Quito,Negociable,USED,Volkswagen,Sedán,Polo,,,,,,,,,,,,,,,,,
2009,137000,17.9,Guayaquil,Fijo,USED,Toyota,Todoterreno,Highlander,,,,,,,,,,,,,,,,,
2014,80000,28.5,Guayaquil,Negociable,USED,Toyota,Camioneta Doble Cabina,Hilux SR AC CD,,,,,,,,,,,,,,,,,
2015,75000,26.5,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok 4x4,,,,,,,,,,,,,,,,,
2016,104000,26.9,Quito,Negociable,USED,Honda,Todoterreno,CR-V,,,,,,,,,,,,,,,,,
2020,50000,37.5,Guayaquil,Negociable,USED,Kia,Van,Grand Carnival,,,,,,,,,,,,,,,,,
2015,170000,14.0,Guayaquil,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2006,210552,13.3,Quito,Negociable,USED,Honda,Todoterreno,Pilot,,,,,,,,,,,,,,,,,
2021,16471,20.4,Quito,Negociable,USED,Chevrolet,Otro,GROOVE LT AC,,,,,,,,,,,,,,,,,
2017,88000,24.8,Ambato,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
2015,35842,10.8,Cuenca,Negociable,USED,Renault,Sedán,Logan Dynamique,,,,,,,,,,,,,,,,,
2019,66759,29.5,Quito,Negociable,USED,Mazda,Todoterreno,CX-5,,,,,,,,,,,,,,,,,
2017,86000,15.7,Quito,Negociable,USED,Renault,Todoterreno,Duster 2.0,,,,,,,,,,,,,,,,,
2001,198000,8.9,Quito,Negociable,USED,Jeep,Todoterreno,Grand Cherokee Limited,,,,,,,,,,,,,,,,,
2021,100000,21.99,Quito,Fijo,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2009,52000,23.5,Quito,Negociable,USED,Honda,Sedán,Accord,,,,,,,,,,,,,,,,,
2001,343140,3.9,Quito,Negociable,USED,Lada,Todoterreno,Niva,,,,,,,,,,,,,,,,,
2011,179583,7.9,Quito,Negociable,USED,Chery,Van,Chery Van,,,,,,,,,,,,,,,,,
2020,55253,16.9,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
2017,105000,19.99,Quito,Fijo,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2022,696,31.99,Quito,Negociable,USED,Chevrolet,Crossover,Captiva Premier,,,,,,,,,,,,,,,,,
2021,63030,17.5,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
2021,33000,20.99,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Limited,,,,,,,,,,,,,,,,,
2014,140000,56.8,Quito,Negociable,USED,Toyota,Todoterreno,FJ Cruiser TRD,,,,,,,,,,,,,,,,,
2014,104510,49.99,Quito,Negociable,USED,Mercedes Benz,Todoterreno,ML 350 Special Edition,,,,,,,,,,,,,,,,,
2014,104510,49.99,Quito,Negociable,USED,Mercedes Benz,Hatchback (5 Puertas),ML 350,,,,,,,,,,,,,,,,,
2020,54000,35.9,Quito,Negociable,USED,Toyota,Todoterreno,RAV 4,,,,,,,,,,,,,,,,,
2019,83081,19.9,Quito,Negociable,USED,JAC,Camioneta Doble Cabina,HFC 1037DEV,,,,,,,,,,,,,,,,,
2017,116335,15.9,Quito,Negociable,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
2013,102000,53.99,Quito,Negociable,USED,Renault,Todoterreno,Duster 2.0,#1724279,86000 Kms,Eléctricos delanteros,Manual,Gasolina,,,,,,,,,,,,
2013,102000,53.99,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,
2010,64512,17.6,Quito,Negociable,USED,Lexus,Sedán,HS250h,,,,,,,,,,,,,,,,,
2007,277920,8.9,Quito,Negociable,USED,Kia,Mini van (MPV),Carens,,,,,,,,,,,,,,,,,
2005,140000,11.2,Quito,Negociable,USED,Chevrolet,Todoterreno Ligero,Grand Vitara 5p 4x2,,,,,,,,,,,,,,,,,
2019,42966,33.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Advance,,,,,,,,,,,,,,,,,
1991,226217,14.99,Quito,Fijo,USED,Mercedes Benz,Sedán,E260,,,,,,,,,,,,,,,,,
2012,404000,13.99,Quito,Fijo,USED,Nissan,Camioneta Doble Cabina,Navara,,,,,,,,,,,,,,,,,
2015,99000,18.9,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
1991,226217,14.99,Quito,Negociable,USED,Mercedes Benz,Sedán,260E,,,,,,,,,,,,,,,,,
2019,98224,17.99,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
2019,98244,17.99,Quito,Fijo,USED,Great Wall,Camioneta Doble Cabina,Wingle 4x2 Gas CD Pick Up,,,,,,,,,,,,,,,,,
2014,183000,12.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva Sport V6 3.0,,,,,,,,,,,,,,,,,
2011,151258,8.99,Quito,Fijo,USED,Fiat,Mini van (MPV),Fiorino,,,,,,,,,,,,,,,,,
2011,151258,8.99,Quito,Fijo,USED,Fiat,Utilitario,Fiorino Fire,,,,,,,,,,,,,,,,,
2017,105517,7.99,Quito,Fijo,USED,Chery,Hatchback (5 Puertas),Q,,,,,,,,,,,,,,,,,
2019,74567,13.5,Quito,Negociable,USED,Chevrolet,Mini van (MPV),N300 MAX CARGO 1.2L TM AC,,,,,,,,,,,,,,,,,
1996,132000,6.3,Quito,Negociable,USED,Suzuki,Hatchback (3 Puertas),Forsa 2,,,,,,,,,,,,,,,,,
2016,191,10.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Aveo Family,,,,,,,,,,,,,,,,,
2015,175000,15.0,Quito,Negociable,USED,Chevrolet,Todoterreno,Captiva,,,,,,,,,,,,,,,,,
2019,43000,31.7,Quito,Negociable,USED,Peugeot,Todoterreno,3008,,,,,,,,,,,,,,,,,
2013,82308,9.9,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
2012,151525,10.9,Quito,Negociable,USED,Chevrolet,Sedán,Optra Advance,,,,,,,,,,,,,,,,,
2011,85000,55.0,Quito,Fijo,USED,Porsche,Todoterreno,Cayenne S Hybrid,,,,,,,,,,,,,,,,,
2014,80000,31.0,Quito,Fijo,USED,Mercedes Benz,Sedán,C200,,,,,,,,,,,,,,,,,
2023,5000,78.99,Quito,Negociable,USED,Mercedes Benz,Sedán,C300,,,,,,,,,,,,,,,,,
2015,72000,41.0,Quito,Negociable,USED,Mercedes Benz,Sedán,C200,,,,,,,,,,,,,,,,,
2005,109052,9.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Jimny,,,,,,,,,,,,,,,,,
2011,177578,11.9,Quito,Fijo,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2019,64964,11.9,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2019,31260,16.9,Quito,Negociable,USED,Peugeot,Crossover,2008,,,,,,,,,,,,,,,,,
2001,459757,5.7,Quito,Fijo,USED,Mazda,Sedán,323,,,,,,,,,,,,,,,,,
1998,540609,4.9,Quito,Negociable,USED,Daewoo,Sedán,Cielo,,,,,,,,,,,,,,,,,
2011,261292,6.49,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2010,86600,21.9,Quito,Negociable,USED,Toyota,Todoterreno,Highlander Hibrido,,,,,,,,,,,,,,,,,
2019,98524,9.99,Quito,Fijo,USED,Chevrolet,Hatchback (5 Puertas),Aveo Family,#1722866,191 Kms,,,,,,Dorado,1.0,,1500.0,,Pichincha,,,,
2013,169,11.9,Quito,Negociable,USED,Volkswagen,Sedán,GOL 1.6,,,,,,,,,,,,,,,,,
2016,122390,10.99,Quito,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2015,169874,16.9,Quito,Negociable,USED,Chevrolet,Sedán,Aveo Family,,,,,,,,,,,,,,,,,
2015,128104,10.9,Quito,Negociable,USED,Peugeot,Sedán,301,,,,,,,,,,,,,,,,,
1990,506547,5.9,Quito,Negociable,USED,Suzuki,Hatchback (3 Puertas),Forsa 1,,,,,,,,,,,,,,,,,
2009,303,11.9,Quito,Negociable,USED,Suzuki,Hatchback (5 Puertas),Grand Vitara SZ,,,,,,,,,,,,,,,,,
2013,174,8.9,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
2014,262,7.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark,,,,,,,,,,,,,,,,,
2017,85,19.9,Quito,Negociable,USED,Hyundai,Todoterreno,Creta,,,,,,,,,,,,,,,,,
2017,38000,21.0,Guayaquil,Negociable,USED,Citroen,Hatchback (5 Puertas),DS4,,,,,,,,,,,,,,,,,
2017,108700,20.5,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2016,38000,47.9,Quito,Negociable,USED,BMW,Sedán,520i,,,,,,,,,,,,,,,,,
2021,30000,14.9,Quito,Negociable,USED,DFSK,Mini van (MPV),C37  AC 1.5 4P,,,,,,,,,,,,,,,,,
2020,40000,13.3,Quito,Negociable,USED,Great Wall,Sedán,C30 FULL LUXURY,,,,,,,,,,,,,,,,,
2019,33000,11.9,Quito,Negociable,USED,Mahindra,Hatchback (5 Puertas),Kuv 100 NXT,,,,,,,,,,,,,,,,,
2020,33000,52.9,Quito,Negociable,USED,Mercedes Benz,Sedán,C200,,,,,,,,,,,,,,,,,
2013,190126,8.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2020,85000,30.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-max Crdi 2.5 CD 4x4 TM Diesel,,,,,,,,,,,,,,,,,
2014,133400,16.9,Quito,Negociable,USED,Jeep,Todoterreno,Compass Sport,,,,,,,,,,,,,,,,,
2013,140000,11.4,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Gol Power,,,,,,,,,,,,,,,,,
1997,402325,6.5,Quito,Negociable,USED,Ford,Todoterreno,Ranger,,,,,,,,,,,,,,,,,
2016,81158,11.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2017,70481,23.7,Quito,Negociable,USED,Ford,SUV,Escape,,,,,,,,,,,,,,,,,
2016,89462,58.9,Quito,Negociable,USED,BMW,Todoterreno,X3 Xdrive 28i,,,,,,,,,,,,,,,,,
2010,149,15.9,Quito,Fijo,USED,Ford,Camioneta Cabina Simple,F150,,,,,,,,,,,,,,,,,
2012,140000,13.5,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2008,65711,11.5,Quito,Negociable,USED,JMC,Otro,JX1043DL2TM,,,,,,,,,,,,,,,,,
2015,91000,15.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2018,41780,34.599,Quito,Negociable,USED,Volkswagen,Camioneta Doble Cabina,Amarok TDI,,,,,,,,,,,,,,,,,
2022,33000,30.9,Quito,Negociable,USED,DongFeng,Camioneta Doble Cabina,RICH,,,,,,,,,,,,,,,,,
1951,5124,27.0,Quito,Negociable,USED,Chevrolet,Camioneta Cabina Simple,3100,,,,,,,,,,,,,,,,,
2014,117180,15.9,Quito,Negociable,USED,Kia,Sedán,Optima,,,,,,,,,,,,,,,,,
2019,77000,13.9,Quito,Fijo,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2022,30000,13.9,Quito,Fijo,USED,Kia,Hatchback (5 Puertas),PICANTO LX,,,,,,,,,,,,,,,,,
2014,140000,14.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-max Crdi 2.5 CD 4x4 TM Diesel,#1716194,85000 Kms,Eléctricos,Manual,Diesel,Aire Acondicionado,4 x 4,Blanco,4.0,,2500.0,,Pichincha,,,,
2017,110000,25.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Exclusive,,,,,,,,,,,,,,,,,
2011,262000,17.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CD 3.5 V6,,,,,,,,,,,,,,,,,
2008,159000,7.9,Quito,Negociable,USED,Citroen,Hatchback (3 Puertas),C2,,,,,,,,,,,,,,,,,
2004,122000,9.9,Quito,Negociable,USED,Ford,Todoterreno,Ecosport,,,,,,,,,,,,,,,,,
2018,192000,29.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX CRDI 2.5 CD 4X2 TM DIESEL,,,,,,,,,,,,,,,,,
2013,98000,7.9,Quito,Negociable,USED,Chery,Mini van (MPV),City Van,,,,,,,,,,,,,,,,,
2014,120000,21.9,Quito,Negociable,USED,Ford,Todoterreno,Escape,,,,,,,,,,,,,,,,,
2007,281000,10.9,Quito,Negociable,USED,Chevrolet,Todoterreno,Vitara 3P,,,,,,,,,,,,,,,,,
2015,22000,60.9,Quito,Negociable,USED,Ram,Camioneta Cabina Simple,Ram 2500 Laramie Crew,,,,,,,,,,,,,,,,,
2017,78000,18.5,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2004,226565,9.0,Ambato,Fijo,USED,Volkswagen,Hatchback (5 Puertas),Gol Sport,,,,,,,,,,,,,,,,,
2017,56000,17.5,Quito,Fijo,USED,Hyundai,Sedán,Ioniq Hybrid,,,,,,,,,,,,,,,,,
2017,86040,49.5,Quito,Negociable,USED,Toyota,Todoterreno,New Fortuner,,,,,,,,,,,,,,,,,
2019,24000,9.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Lite,,,,,,,,,,,,,,,,,
2021,18000,45.0,Quito,Negociable,USED,Mazda,Todoterreno,CX-5 Full,,,,,,,,,,,,,,,,,
2018,25000,10.0,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark Life,,,,,,,,,,,,,,,,,
2017,76000,25.4,Quito,Negociable,USED,Kia,Todoterreno,Sportage X LINE,,,,,,,,,,,,,,,,,
2017,76000,25.4,Quito,Negociable,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,,,,,,,,,,,,,,,,,
2017,108450,17.9,Quito,Negociable,USED,Kia,Sedán,NIRO Hibrido,,,,,,,,,,,,,,,,,
2023,2,20.89,Quito,Negociable,USED,JAC,Food Truck,HFC 1035,,,,,,,,,,,,,,,,,
2018,97000,14.9,Quito,Negociable,USED,Volkswagen,Sedán,Polo,,,,,,,,,,,,,,,,,
2014,123000,17.9,Quito,Negociable,USED,Jeep,Todoterreno,Compass Sport,,,,,,,,,,,,,,,,,
2015,74593,10.5,Guayaquil,Negociable,USED,Renault,Sedán,Logan,,,,,,,,,,,,,,,,,
2006,259,7.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Corsa Evolution,,,,,,,,,,,,,,,,,
2017,306,18.9,Quito,Negociable,USED,Hyundai,Sedán,Accent,,,,,,,,,,,,,,,,,
2005,100,6.9,Quito,Negociable,USED,Volkswagen,Hatchback (5 Puertas),Polo Classic,,,,,,,,,,,,,,,,,
2019,55000,23.9,Quito,Negociable,USED,Hyundai,Sedán,Sonata Hybrid,,,,,,,,,,,,,,,,,
2011,150602,16.5,Quito,Negociable,USED,Nissan,Todoterreno,Murano,,,,,,,,,,,,,,,,,
2006,125941,25.49,Quito,Negociable,USED,Mercedes Benz,Sedán,E350,,,,,,,,,,,,,,,,,
2014,120925,24.99,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2014,102000,23.8,Ambato,Negociable,USED,Hyundai,Todoterreno,Santa Fe 4x2,,,,,,,,,,,,,,,,,
2011,151258,8.99,Quito,Negociable,USED,Fiat,Utilitario,Fiorino Fire,,,,,,,,,,,,,,,,,
2021,63030,17.5,Quito,Negociable,USED,Soueast,Todoterreno,DX3,,,,,,,,,,,,,,,,,
2019,118700,15.99,Guayaquil,Negociable,USED,Great Wall,Todoterreno,H3 2.0,,,,,,,,,,,,,,,,,
2009,225845,,Quito,Fijo,USED,Kia,Todoterreno,SPORTAGE GT LINE AT,#1713835,76000 Kms,Eléctricos,Automática,Gasolina,Climatizador,4 x 2,Azul,7.0,Hidráulica,2000.0,Cuero,Azuay,GASOLINA,,,
2022,11377,18.9,Quito,Negociable,USED,Chevrolet,Sedán,ONIX,,,,,,,,,,,,,,,,,
2004,320000,5.4,Quito,Negociable,USED,Chevrolet,Sedán,Astra,,,,,,,,,,,,,,,,,
1998,311000,7.4,Quito,Negociable,USED,Chevrolet,Todoterreno,Miniblazer,,,,,,,,,,,,,,,,,
2020,41000,11.9,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2015,133000,15.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2005,98718,26.59,Quito,Fijo,USED,Chevrolet,Sedán,Optra,,,,,,,,,,,,,,,,,
2023,0,16.89,Quito,Negociable,NEW,Chery,Todoterreno,Tiggo 7 PRO,,,,,,,,,,,,,,,,,
2023,0,18.59,Quito,Fijo,NEW,Chery,Sedán,Arrizo 5,,,,,,,,,,,,,,,,,
2023,0,18.4,Quito,Negociable,NEW,Chery,Todoterreno,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
2019,67000,35.5,Quito,Negociable,USED,Great Wall,Camioneta Doble Cabina,WINGLE,,,,,,,,,,,,,,,,,
2013,187000,31.0,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
2020,40258,21.0,Ambato,Fijo,USED,Toyota,Todoterreno,NEW RAV4 AC 2.0 5P,,,,,,,,,,,,,,,,,
2008,101000,37.99,Ibarra,Negociable,USED,BMW,Todoterreno,X5 4.8i,,,,,,,,,,,,,,,,,
2015,79000,23.99,Ibarra,Negociable,USED,Ford,Todoterreno,Escape S Plus,,,,,,,,,,,,,,,,,
2023,0,14.9,Quito,Fijo,NEW,Chery,Todoterreno,Tiggo 8 1.5 TM 4x2,,,,,,,,,,,,,,,,,
2023,0,37.5,Quito,Negociable,NEW,DongFeng,Todoterreno,T5L,,,,,,,,,,,,,,,,,
2016,102728,12.4,Guayaquil,Negociable,USED,Kia,Todoterreno,Sportage LX,,,,,,,,,,,,,,,,,
2014,128259,30.9,Quito,Negociable,USED,Mazda,Todoterreno,CX-9 TOP GRADE,,,,,,,,,,,,,,,,,
2009,216208,6.9,Cuenca,Negociable,USED,Chevrolet,Camioneta Cabina Simple,D-MAX 4X2 CS,,,,,,,,,,,,,,,,,
2008,254000,30.9,Quito,Negociable,USED,Toyota,Todoterreno,4 Runner Limited,,,,,,,,,,,,,,,,,
1998,227000,14.5,Quito,Negociable,USED,Chrysler,Van,Caravan,,,,,,,,,,,,,,,,,
2016,80000,18.59,Quito,Negociable,USED,BMW,Hatchback (5 Puertas),120i,,,,,,,,,,,,,,,,,
2013,235000,10.9,Quito,Negociable,USED,Nissan,Todoterreno,X-Trail Classic,,,,,,,,,,,,,,,,,
2006,266863,16.89,Quito,Negociable,USED,Nissan,Todoterreno,Murano,,,,,,,,,,,,,,,,,
2023,0,23.49,Quito,Negociable,NEW,Chery,Otro,TIGGO 2 PRO,,,,,,,,,,,,,,,,,
2011,193000,10.9,Quito,Negociable,USED,Volkswagen,Sedán,JETTA EUROPA 2.0,,,,,,,,,,,,,,,,,
2023,0,23.0,Quito,Negociable,NEW,Chery,Sedán,Arrizo 5,,,,,,,,,,,,,,,,,
2023,0,19.0,Quito,Fijo,NEW,DongFeng,Camioneta Cabina Simple,NEW RICH 6 4X2 GASOLINA,,,,,,,,,,,,,,,,,
2010,226000,22.0,Quito,Negociable,USED,Toyota,Sedán,Prius Hybrido,,,,,,,,,,,,,,,,,
2019,49788,66.0,Quito,Negociable,USED,Kia,Sedán,NIRO Hibrido,,,,,,,,,,,,,,,,,
2021,27488,64.5,Quito,Negociable,USED,Kia,Crossover,Stonic,,,,,,,,,,,,,,,,,
2020,18696,32.0,Quito,Negociable,USED,Kia,Sedán,Cerato GT,,,,,,,,,,,,,,,,,
2009,55000,,Quito,Negociable,USED,Mercedes Benz,Sedán,C63 AMG,,,,,,,,,,,,,,,,,
2022,17000,,Quito,Negociable,USED,Toyota,Todoterreno,Fortuner 4.0,,,,,,,,,,,,,,,,,
2017,36000,,Quito,Negociable,USED,Mazda,Todoterreno,CX-9 TOP GRADE,#1721451,128259 Kms,Eléctricos,Tiptronic,Gasolina,Aire Acondicionado,4 x 4,Celeste,0.0,,3700.0,Cuero,Pichincha,,,,
2015,97782,21.9,Quito,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-MAX,,,,,,,,,,,,,,,,,
2009,120836,16.4,Quito,Negociable,USED,Toyota,Todoterreno,Highlander Hibrido,,,,,,,,,,,,,,,,,
2016,112600,14.99,Guayaquil,Negociable,USED,Great Wall,Todoterreno,H5 TURBO 4X4 AC,,,,,,,,,,,,,,,,,
2022,24000,33.8,Atuntaqui,Negociable,USED,Chevrolet,Camioneta Doble Cabina,D-max Crdi 2.5 CD 4x4 TM Diesel,,,,,,,,,,,,,,,,,
2012,150000,10.0,Quito,Negociable,USED,Hyundai,Sedán,Accent New,,,,,,,,,,,,,,,,,
2018,41000,22.5,Quito,Fijo,USED,Kia,Todoterreno,SPORTAGE SL,,,,,,,,,,,,,,,,,
1978,20000,15.0,Sangolqui,Negociable,USED,Toyota,Todoterreno,Land Cruiser FJ40,,,,,,,,,,,,,,,,,
2015,90,21.9,Quito,Negociable,USED,Mitsubishi,Todoterreno,ASX,,,,,,,,,,,,,,,,,
2005,213000,8.9,Quito,Negociable,USED,Hyundai,Todoterreno,Santa Fe,,,,,,,,,,,,,,,,,
2002,199,5.9,Quito,Negociable,USED,Volkswagen,Hatchback (3 Puertas),Polo Sport,,,,,,,,,,,,,,,,,
2023,0,16.99,Ambato,Fijo,NEW,Soueast,Sedán,A5,,,,,,,,,,,,,,,,,
2017,59878,20.0,Ambato,Fijo,USED,Great Wall,Todoterreno,Haval H6,,,,,,,,,,,,,,,,,
2017,81000,30.9,Quito,Fijo,USED,Kia,Todoterreno,Sorento,,,,,,,,,,,,,,,,,
2013,122296,50.9,Quito,Negociable,USED,BMW,Convertible,335i,,,,,,,,,,,,,,,,,
2022,5870,144.9,Quito,Negociable,USED,Porsche,Todoterreno,Cayenne E Coupe,,,,,,,,,,,,,,,,,
2022,95,149.9,Quito,Negociable,USED,Jaguar,Otro,F-Type,,,,,,,,,,,,,,,,,
2012,264618,15.4,Quito,Negociable,USED,Great Wall,Todoterreno,Hover H5 Elite,,,,,,,,,,,,,,,,,
2016,103000,14.9,Quito,Negociable,USED,Great Wall,Todoterreno,H5 Turbo,,,,,,,,,,,,,,,,,
2019,63979,12.4,Quito,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2018,55208,12.9,Quito,Negociable,USED,Chevrolet,Sedán,Sail,,,,,,,,,,,,,,,,,
2021,62000,18.4,Quito,Negociable,USED,DFSK,Hatchback (5 Puertas),GLORY 560,,,,,,,,,,,,,,,,,
2010,93350,13.9,Quito,Negociable,USED,Mazda,Sedán,6,,,,,,,,,,,,,,,,,
2010,216000,15.7,Quito,Negociable,USED,Kia,Todoterreno,Sportage,,,,,,,,,,,,,,,,,
2007,204000,12.8,Quito,Negociable,USED,Kia,Sedán,Rio Stylus,,,,,,,,,,,,,,,,,
2017,106000,20.9,Quito,Negociable,USED,Suzuki,Todoterreno,Grand Vitara SZ,,,,,,,,,,,,,,,,,
2020,98990,10.9,Quito,Negociable,USED,Great Wall,Sedán,Voleex C30,,,,,,,,,,,,,,,,,
2015,152000,15.9,Quito,Negociable,USED,Ford,Todoterreno,Ranger,,,,,,,,,,,,,,,,,
1998,486000,10.9,Quito,Negociable,USED,Nissan,Todoterreno,Patrol,,,,,,,,,,,,,,,,,
2021,25216,12.9,Quito,Negociable,USED,Haval,Todoterreno,M4,,,,,,,,,,,,,,,,,
2019,28300,61.9,Quito,Negociable,USED,Mahindra,Camioneta Doble Cabina,Pick UP CD,,,,,,,,,,,,,,,,,
2015,131500,34.0,Quito,Negociable,USED,Renault,Hatchback (5 Puertas),Sandero,,,,,,,,,,,,,,,,,
2019,78000,10.9,Cuenca,Negociable,USED,Chevrolet,Hatchback (5 Puertas),Spark GT,,,,,,,,,,,,,,,,,
2019,45695,,Quito,Negociable,USED,Ford,Todoterreno,Explorer XLT,,,,,,,,,,,,,,,,,
2020,24000,,Quito,Negociable,USED,Volkswagen,Todoterreno,Tiguan,,,,,,,,,,,,,,,,,
